address,age,cpu,flag,interface,mac,state,type
10.205.217.6,00:10:38,0/1/CPU0,Dynamic,Bundle-Ether102.308,a4c6.4f40.6700,Dynamic,ARPA
10.205.217.6,00:10:48,0/1/CPU0,Dynamic,Bundle-Ether102.319,a4c6.4f40.6700,Dynamic,ARPA
10.205.217.6,00:09:12,0/1/CPU0,Dynamic,Bundle-Ether102.315,a4c6.4f40.6700,Dynamic,ARPA
10.205.217.6,00:09:02,0/1/CPU0,Dynamic,Bundle-Ether102.312,a4c6.4f40.6700,Dynamic,ARPA
10.205.217.6,00:08:52,0/1/CPU0,Dynamic,Bundle-Ether102.313,a4c6.4f40.6700,Dynamic,ARPA
10.205.217.6,00:08:42,0/1/CPU0,Dynamic,Bundle-Ether102.305,a4c6.4f40.6700,Dynamic,ARPA
10.205.217.6,00:08:33,0/1/CPU0,Dynamic,Bundle-Ether102.314,a4c6.4f40.6700,Dynamic,ARPA
10.205.217.6,00:09:50,0/1/CPU0,Dynamic,Bundle-Ether102.373,a4c6.4f40.6700,Dynamic,ARPA
10.205.217.6,00:09:40,0/1/CPU0,Dynamic,Bundle-Ether102.384,a4c6.4f40.6700,Dynamic,ARPA
10.205.217.6,00:09:21,0/1/CPU0,Dynamic,Bundle-Ether102.381,a4c6.4f40.6700,Dynamic,ARPA
10.205.217.6,00:09:30,0/1/CPU0,Dynamic,Bundle-Ether102.380,a4c6.4f40.6700,Dynamic,ARPA
10.205.217.6,00:08:43,0/1/CPU0,Dynamic,Bundle-Ether102.385,a4c6.4f40.6700,Dynamic,ARPA
10.251.252.153,-,0/1/CPU0,Unknown,Bundle-Ether102.100,08ec.f54a.15e1,Interface,ARPA
10.251.252.154,00:01:26,0/1/CPU0,Dynamic,Bundle-Ether102.100,a4c6.4f40.6700,Dynamic,ARPA
10.251.252.157,-,0/1/CPU0,Unknown,Bundle-Ether102.101,08ec.f54a.15e1,Interface,ARPA
10.251.252.158,00:11:04,0/1/CPU0,Dynamic,Bundle-Ether102.101,a4c6.4f40.6700,Dynamic,ARPA
10.251.252.161,-,0/1/CPU0,Unknown,Bundle-Ether102.102,08ec.f54a.15e1,Interface,ARPA
10.251.252.162,00:00:50,0/1/CPU0,Dynamic,Bundle-Ether102.102,a4c6.4f40.6700,Dynamic,ARPA
10.205.229.137,-,0/0/CPU0,Unknown,HundredGigE0/0/0/19,08ec.f54e.0b4c,Interface,ARPA
10.205.229.137,02:01:56,0/0/CPU0,Dynamic,HundredGigE0/0/0/20,08ec.f54e.0b4c,Dynamic,ARPA
10.205.229.138,02:01:56,0/0/CPU0,Dynamic,HundredGigE0/0/0/19,08ec.f54e.0b50,Dynamic,ARPA
10.205.229.138,-,0/0/CPU0,Unknown,HundredGigE0/0/0/20,08ec.f54e.0b50,Interface,ARPA
